제목,저자,출판사,발행일,정가,판매가,리뷰수,판매지수,상세정보,설명,상세페이지URL
콘텐츠 디자인은 피그마 with AI,김선영,골든래빗,2025년 08월,26000,23400,9,"5,706",N/A,"★ 디자인이 어렵다고요? 디자인이 필요한 모든 순간, 피그마와 함께하세요★ 피그마 버즈, 드로우, AI 기능 등 최신 업데이트 반영★ 기초부터 심화까지 단 한 권으로 피그마 콘텐츠 디자인 완성하기디자인, 아직도...",https://www.yes24.com/product/goods/150110126
혼자서도 척척 해내는 AI 에이전트 만들기 with 랭체인 & 랭그래프,강병진,제이펍,2026년 01월,28000,25200,0,"1,908",N/A,"써보는 데서 멈추지 않고 설계와 구현까지 이끄는 LLM 실전 가이드 이 책은 LangChain으로 문서 기반 RAG 시스템을, LangGraph로 멀티스텝 에이전트를 구현하는 과정을 다룬다. 단순한 코드 나열이 아니라 왜 그렇게...",https://www.yes24.com/product/goods/172726927
미드저니 마스터 바이블,조남경,비엘북스,2025년 04월,33000,29700,8,"5,694",N/A,"V7으로 더욱 강력해진 최고의 이미지 생성 AI 툴, 미드저니!“너는 상상만 해. 나머지는 미드저니(Midjourney)에게 맡겨!”이 책은 미드저니(Midjourney)를 처음 접하는 입문자부터, 창작의 깊이를 더하고 싶은 고급...",https://www.yes24.com/product/goods/145099755
올라마와 오픈소스 LLM을 활용한 AI 에이전트 개발 입문,"서영배, 김병규, 임재봉",위키북스,2026년 01월,28000,25200,2,"2,148",N/A,"급작스럽게 다가온 AI 시대를 헤쳐나가기 위한 실용적인 가이드!이 책은 AI 전공자가 아닌 일반 개발자들이 AI 프로그래밍에 입문할 수 있도록 세심하게 구성했습니다. 단순히 랭체인과 에이전트, MCP의 사용법만을 ...",https://www.yes24.com/product/goods/168727208
"요즘 AI 에이전트 개발, LLM RAG ADK MCP LangChain A2A LangGraph",박승규,골든래빗,2025년 08월,32000,28800,0,"8,583",N/A,★ AI 에이전트 실전 실무 개발자가 선사하는★ 싱글 에이전트부터 멀티 에이전트까지 ★ 60가지 예제로 배우는 실전 개발 비법을 만나자!이 책은 실무에서 AI 에이전트를 개발하는 저자가 쌓은 모든 노하우를 녹여 ...,https://www.yes24.com/product/goods/150701473
AI로 7일 만에 사업 시작하기,김다솔,길벗,2025년 06월,22000,19800,51,"8,340",N/A,"사람 한 명 뽑을 여유는 없지만, 일은 많고, 시간은 없고, 손은 모자랄 때 ‘AI’가 바로 그 자리를 채워줄 수 있다. 『AI로 7일 만에 사업 시작하기』는 생성형 AI를 단순한 툴이 아닌 직원, 팀원, 파트너로 채용하...",https://www.yes24.com/product/goods/146828776
이론부터 실전까지 AI 에이전트 완벽 마스터,"살바토레 라이엘리, 가브리엘레 이우쿨라노 /에디 유, 김대규, 김현지 역",프리렉,2025년 11월,42000,37800,3,"3,270",N/A,"AI 에이전트 개발의 A to Z 단 한 권으로 끝내는 LLM 기반 에이전트 이론과 실전의 모든 것! 이 책은 AI 에이전트의 기반이 되는 텍스트 인코딩과 트랜스포머의 원리부터 시작해 LLM, RAG, 지식 그래프, 강화학습, ...",https://www.yes24.com/product/goods/167253365
한 걸음 앞선 일잘러가 지금 꼭 알아야 할 바이브 코딩 with 커서,김태헌,길벗,2026년 02월,30000,27000,1,828,N/A,"뒤처지기 싫은 일잘러를 위한! 제로부터 시작하는 바이브 코딩 입문,웹 명함 제작부터 사내 스터디 관리 플랫폼까지 커서, n8n, MCP로 완성하는 올인원 실습서바이브 코딩은 AI를 단순한 자동화 도구가 아닌 함께 사...",https://www.yes24.com/product/goods/176548558
밑바닥부터 시작하는 딥러닝 2,사이토 고키 /개앞맵시 역,한빛미디어,2019년 05월,29000,26100,45,"4,887",N/A,직접 구현하면서 배우는 본격 딥러닝 입문서 이번에는 순환 신경망과 자연어 처리다! 이 책은 『밑바닥부터 시작하는 딥러닝』에서 다루지 못했던 순환 신경망(RNN)을 자연어 처리와 시계열 데이터 처리에 사용하는 ...,https://www.yes24.com/product/goods/72173703
리더는 AI에게 질문하지 않는다,김희연,북피움,2026년 01월,23000,20700,0,"2,115",N/A,"“기술이 빠를수록, 사람은 더 깊어야 한다.”- 마이클 트루엘(AI 기반 코드 편집기 ‘커서’ 공동 창업자 겸 CEO)AI 황금광 시대, AI 잘 쓰는 리더의 탄생!이제 스티브 잡스, 피터 드러커, 소크라테스를 회의실로 ...",https://www.yes24.com/product/goods/168871803
요즘 우아한 AI 개발,우아한형제들,골든래빗,2025년 04월,24000,21600,14,"9,900",N/A,"‘우아한형제들’의 진짜 개발 이야기, AI와 함께 돌아왔습니다!배달의민족 메뉴 추천 AI부터 배달 로봇까지, 현실이 된 AI 기술 이야기 수록우아한형제들의 생생한 개발 이야기를 엮은 『요즘 우아한 개발』이 AI ...",https://www.yes24.com/product/goods/143753715
나노바나나로 AI툰 제작하기,김한재,비엘북스,2026년 02월,32000,28800,2,"1,101",N/A,"캐릭터 일관성부터 자유로운 공간 연출까지, 구글 ‘나노바나나’로 완성는 AI툰 제작의 모든 것!이제는 AI 창작의 시대입니다. 하지만 많은 사람은 ‘그럴듯한 이미지 한 장’을 만드는 데서 멈추곤 합니다. 웹툰 ...",https://www.yes24.com/product/goods/177114666
한 권으로 끝내는 실전 LLM 파인튜닝,강다솔,위키북스,2026년 02월,32000,28800,0,684,N/A,"실무 현장에서 바로 쓰는 파인튜닝ㆍPEFTㆍvLLM 서빙, 텍스트를 넘어 멀티모달까지!『한 권으로 끝내는 실전 LLM 파인튜닝』은 AI 기술의 최전선에서 필요한 LLM 파인튜닝의 모든 과정을 이론부터 실습까지 단계별로...",https://www.yes24.com/product/goods/176913080
소프트웨어 아키텍처 The Basics,"마크 리처즈, 닐 포드 /류광, 307번역랩 역",한빛미디어,2025년 11월,43000,38700,15,"1,614",N/A,"막막했던 아키텍처가 쉬워지는 실무 지침서생성형 AI, 클라우드에 맞춰 새롭게 돌아오다경력을 키우고 싶은 개발자라면 누구나 소프트웨어 아키텍트를 꿈꾼다. 그렇다면 소프트웨어 아키텍트가 되려면 뭘 알아야 할...",https://www.yes24.com/product/goods/167431026
벡터 데이터베이스 설계와 구축,송한림,아이리포,2025년 03월,17800,16020,6,"5,319",N/A,"최근 팔란티어와 같은 AI 소프트웨어 기업들이 국방 및 의료 분야에서 두각을 나타내고 있으며, 그 핵심에는 데이터 기반 설계와 고도화된 분석기법이 자리하고 있다. AI 시스템의 성능을 극대화하려면 비정형 데이...",https://www.yes24.com/product/goods/142771026
AI 영화 제작,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,27000,24300,84,"5,238",N/A,"제작비 부담 No, 3일 만에 완성! 광고, 게임부터 3D 애니메이션까지미드저니, 챗GPT, 루마 AI, 캡컷, 프리미어 프로 활용법 수록AI 도구를 활용해 촬영 없이 영상을 만드는 방법은 지금 영상 제작 업계에서 빠르게 ...",https://www.yes24.com/product/goods/136304038
팔리는 블로그 & SNS 글쓰기 with 챗GPT,홍순성,한빛미디어,2025년 12월,25000,22500,12,"1,848",N/A,"아이디어부터 글쓰기, 썸네일까지 포스팅 하나를 뚝딱 완성하는 데 필요한 도구는 챗GPT 딱 하나!인플루언서 노리고 만든 블로그, SNS 작심삼일로 방치되고 있다면?꾸준히 채널 운영은 해왔지만 이제 무엇을 어떻게 ...",https://www.yes24.com/product/goods/167694445
무조건 도움되는 유아교사 업무경감,"김나영, 남동윤, 이영은, 장효정, 최지이  외 1명
                                        
정보 더 보기/감추기



김나영
남동윤
이영은
장효정
최지이
황경미",교육과실천,2026년 01월,25500,22950,7,"1,968",N/A,"이 책만 차근차근 따라오면업무과다 N0! 업무경감 YES!디지털 도구들을 단순히 어떻게 사용하는지 설명하는 것에 그치지 않고, 교사의 일상 속에서 업무경감으로 이어지는 구체적인 사례를 공개하는 단 한 권의 책!...",https://www.yes24.com/product/goods/174197933
금융업 AI 플레이북,"임태중, 김동석",경향비피,2026년 01월,25000,22500,0,"1,233",N/A,"AI 시대, 금융 현장의 새로운 표준을 제시하다AI는 더 이상 특정 산업이나 기술 영역의 문제가 아니다. 금융업은 이미 AI로 인해 업무 방식과 경쟁 구조가 빠르게 바뀌고 있다. 글로벌 금융사들은 대출 심사, 리스크...",https://www.yes24.com/product/goods/175301361
요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기,박현규,골든래빗,2025년 12월,24000,21600,4,"2,574",N/A,"월 10달러로 깃허브 코파일럿을 300% 활용해보세요, 당신의 아이디어를 바로 애플리케이션으로 만들어보세요!랜딩 페이지부터 블로그 만들기까지, 코딩 1도 몰라도 바로 시작할 수 있습니다!깃허브 코파일럿과 대화...",https://www.yes24.com/product/goods/167428992
출근길에 읽고 퇴근길에 완성하는 바이브 코딩,노승헌,더 타이즈,2026년 02월,22000,19800,0,942,N/A,"챗GPT를 사용해 봤다면 누구나 완성하는 바이브 코딩!자투리 시간에 던지는 프롬프트 한 줄,세상에 없던 '나만의 앱'이 당신의 손에서 탄생합니다.이제 코딩은 복잡한 문법을 외우는 일이 아니라, AI에 의도를 전달...",https://www.yes24.com/product/goods/175226781
Do it! 커서로 시작하는 AI 코딩 입문,고경희,이지스퍼블리싱,2025년 09월,23000,20700,18,"4,212",N/A,"웹 개발 기초부터 AI 코딩 서비스인 커서 활용법까지!AI 코딩을 시작하는 모두를 위한 가장 친절한 입문서AI가 코드를 생성하는 시대, 이제 복잡한 문법을 외우지 않아도 웹 개발을 시작할 수 있다. 《Do it! 커서로...",https://www.yes24.com/product/goods/154286556
AI 자율학습 밑바닥부터 배우는 AI 에이전트,다비드스튜디오,길벗,2025년 12월,24000,21600,17,"1,779",N/A,화려한 프레임워크보다 중요한 것은 로직!기본에 충실하게 배우는 에이전트 설계 원리요즘 AI 에이전트가 대세입니다. 사용자를 대신해 방대한 자료를 조사·정리하고 복잡한 코드도 척척 작성하는 에이전트가 다양한...,https://www.yes24.com/product/goods/167584729
"2022 개정 교육과정 평가, AI로 날개를 달다 (개념기반 교육과정)","지미정, 오한나, 노명호, 권의선, 김영수  외 4명
                                        
정보 더 보기/감추기



지미정
오한나
노명호
권의선
김영수
이진원
장희영
소민영
조보현",앤써북,2024년 09월,21000,18900,18,"17,721",N/A,"수업의 변화는 평가 패러다임을 바꾸는 것부터 시작된다. 『2022 개정 교육과정 평가, AI로 날개를 달다』 책에는 9명의 현직 교사가 교육과정과 평가를 AI로 풀어가는 실천 사례와 그 과정을 진솔하게 고스란히 담...",https://www.yes24.com/product/goods/130156178
프롬프트를 만드는 프롬프트 GPTs & Gems,"민진홍, 국난아, 김진수",성안당,2025년 12월,27000,24300,43,"2,316",N/A,"프롬프트를 만드는 상위 프롬프트, 메타 플롬프트를 만들어 업무에 실속있게 활용할 수 있는 메타 프롬프트 지침서가 나왔다. 반복되는 업무를 템플릿화하여 사용할 수 있는, AI를 마치 전속 비서처럼 업무 도우미로...",https://www.yes24.com/product/goods/169672758
이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,서휘승,골든래빗,2024년 11월,32000,28800,3,"3,480",N/A,"버튼 한 번 딸깍하면 3일 치 반복 업무 뚝딱!혁신적인 업무 자동화를 원한다면45가지 미친 자동화 예제 지금 만나보세요!매일 반복하는 업무, 이제는 자동화로 해결하자! ‘자동화는 어렵고 코드는 복잡해...'라고 ...",https://www.yes24.com/product/goods/135722461
AI 영상 제작,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 06월,25000,22500,94,"9,792",N/A,"속지 않을 자신 있나요? 숏폼부터 딥페이크까지 미드저니, 챗GPT부터 캡컷, 피카, 스테이블 디퓨전, 스테이블 비디오까지 활용법 수록쇼츠, 릴스, 틱톡을 자유자재로! 누구나 쉽고 빠르게 콘텐츠 제작! 놀라운 딥페...",https://www.yes24.com/product/goods/127102247
"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성",김동학,골든래빗,2026년 01월,28000,25200,5,"1,974",N/A,"PRD 퀄리티가 기획·개발·배포를 좌우합니다!트렌디한 UI는 v0, 백엔드는 커서, 데이터베이스는 수파베이스, 배포는 버셀까지 한 번에!거기에 PRD 작성하는 노하우까지~ 개발의 모든 조각이 자동으로 맞물리는 진짜 ...",https://www.yes24.com/product/goods/168451090
교실로 온 ON 제미나이,"박찬, 김병석, 전수연, 구현희, 김지용  외 3명
                                        
정보 더 보기/감추기



박찬
김병석
전수연
구현희
김지용
전채원
홍찬우
임채원",다빈치books,2026년 03월,22000,19800,10,300,N/A,"“업무는 가볍게, 수업은 똑똑하게.”『교실로 ON 제미나이』는 생성형 AI인 구글 제미나이(Gemini)를 교실에서 함께 일하는 보조교사로 활용하는 방법을 담은 현장 중심 실전 가이드북입니다.제미나이를 아는 것과 ...",https://www.yes24.com/product/goods/177808924
혁펜하임의 Easy! 딥러닝,혁펜하임,북엔드,2024년 11월,35000,31500,31,"5,136",N/A,"『혁펜하임의 Easy! 딥러닝』은 딥러닝을 처음 접하는 독자들을 위한 필수 가이드로, 인공지능의 기초 개념부터 CNN, RNN 등 딥러닝의 주요 주제를 폭넓게 다루고 있다. KAIST 박사이자 유튜버로 활동 중인 혁펜하임...",https://www.yes24.com/product/goods/139734696
LUVIT♥ 파이썬으로 만드는 초경량 한국어 LLM 챗봇,"김규석, 서예진, 정태양",제이펍,2026년 01월,28000,25200,1,"1,560",N/A,"AI에 묻는 법을 넘어, AI를 이해하고 만드는 첫 번째 책ChatGPT를 쓰는 사람은 많아졌지만, ‘AI가 어떻게 작동하는지’를 이해하는 사람은 여전히 많지 않다. 이 책은 파이썬 기초부터 데이터 분석, 자연어 처리, ...",https://www.yes24.com/product/goods/170374556
테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편,이경록,리코멘드,2025년 05월,34000,30600,1,"7,296",N/A,"8단계 RAG 파이프라인으로 LLM의 성능을 50점에서 90점으로 끌어올리는 RAG 시스템ChatGPT와 같은 LLM은 다양한 업무에 활용되지만, 최신 정보나 특정 문서 내용을 정확히 반영하지 못하는 한계가 있다. 이를 극복하...",https://www.yes24.com/product/goods/146874665
